,anime_name,anime_genre,character_name,character_mbti_type,Characters Kept,Apple TV,Youtube,Rating (IMDb),Message
1472,JoJo's Bizarre Adventure,Supernatural,Emporio Alniño,ISFJ,,,,8.5,
1473,JoJo's Bizarre Adventure,Supernatural,Wham / Wamuu,ISFP,,,,8.5,
1474,JoJo's Bizarre Adventure,Supernatural,Lucy Steel,ISFJ,,,,8.5,
1475,JoJo's Bizarre Adventure,Supernatural,Blackmore,INTP,,,,8.5,
1476,JoJo's Bizarre Adventure,Supernatural,Hol Horse,ESTP,,,,8.5,
1477,JoJo's Bizarre Adventure,Supernatural,Ungalo,INFP,,,,8.5,
1478,JoJo's Bizarre Adventure,Supernatural,Okuyasu Nijimura,ESFP,,,,8.5,
1479,JoJo's Bizarre Adventure,Supernatural,Toru,INTP,,,,8.5,
1480,JoJo's Bizarre Adventure,Supernatural,Toshikazu Hazamada,INTP,,,,8.5,
1481,JoJo's Bizarre Adventure,Supernatural,Muhammad Avdol,ISFJ,,,,8.5,
1482,JoJo's Bizarre Adventure,Supernatural,Ermes Costello,ESFP,,,,8.5,
1483,JoJo's Bizarre Adventure,Supernatural,Aya Tsuji,ENFJ,,,,8.5,
1484,JoJo's Bizarre Adventure,Supernatural,Leone Abbacchio,ISTJ,,,,8.5,
1485,JoJo's Bizarre Adventure,Supernatural,Ringo Roadagain,INFP,,,,8.5,
1486,JoJo's Bizarre Adventure,Supernatural,Robert E.O. Speedwagon,ESFP,,,,8.5,
1487,JoJo's Bizarre Adventure,Supernatural,Donatello Versus,INTJ,,,,8.5,
1488,JoJo's Bizarre Adventure,Supernatural,Prosciutto,ENTJ,,,,8.5,
1489,JoJo's Bizarre Adventure,Supernatural,Rikiel,INFP,,,,8.5,
1490,JoJo's Bizarre Adventure,Supernatural,George Joestar,ESFJ,,,,8.5,
1491,JoJo's Bizarre Adventure,Supernatural,Iggy,ISTP,,,,8.5,
1492,JoJo's Bizarre Adventure,Supernatural,Melone,INTP,,,,8.5,
1493,JoJo's Bizarre Adventure,Supernatural,Pesci,ISFP,,,,8.5,
1494,JoJo's Bizarre Adventure,Supernatural,Reimi Sugimoto,ENFJ,,,,8.5,
1495,JoJo's Bizarre Adventure,Supernatural,Hayato Kawajiri,INTP,,,,8.5,
1496,JoJo's Bizarre Adventure,Supernatural,Mariah,ESTP,,,,8.5,
1497,JoJo's Bizarre Adventure,Supernatural,Nena,ISFP,,,,8.5,
1498,JoJo's Bizarre Adventure,Supernatural,Steely Dan,ESTP,,,,8.5,
1499,JoJo's Bizarre Adventure,Supernatural,Jesus Christ,INFJ,,,,8.5,
1500,JoJo's Bizarre Adventure,Supernatural,Boingo,INFJ,,,,8.5,
1501,JoJo's Bizarre Adventure,Supernatural,Rai Mamezuku,INTJ,,,,8.5,
1502,JoJo's Bizarre Adventure,Supernatural,Usagi Aloha’oe,ENFP,,,,8.5,
1503,JoJo's Bizarre Adventure,Supernatural,Yuya Fungami,ESFP,,,,8.5,
1504,JoJo's Bizarre Adventure,Supernatural,Miuccia “Miumiu” Miuller,ESTJ,,,,8.5,
1505,JoJo's Bizarre Adventure,Supernatural,Tamami Kobayashi,ESTP,,,,8.5,
1506,JoJo's Bizarre Adventure,Supernatural,Holy Joestar-Kira,ESFJ,,,,8.5,
1507,JoJo's Bizarre Adventure,Supernatural,Kyoka Izumi,ESFJ,,,,8.5,
1508,JoJo's Bizarre Adventure,Supernatural,Naoko Osato,ENTJ,,,,8.5,
1509,JoJo's Bizarre Adventure,Supernatural,Mrs. Hirose,INFP,,,,8.5,
1510,JoJo's Bizarre Adventure,Supernatural,Ayana Hirose,ISFJ,,,,8.5,
1511,JoJo's Bizarre Adventure,Supernatural,Minako Okura,ESFP,,,,8.5,
1512,JoJo's Bizarre Adventure,Supernatural,Vinegar Doppio,ISFJ,,,,8.5,
1513,JoJo's Bizarre Adventure,Supernatural,Dragona Joestar,ESFP,,,,8.5,
1514,JoJo's Bizarre Adventure,Supernatural,Weather Report,ISFP,,,,8.5,
1515,JoJo's Bizarre Adventure,Supernatural,Foo Fighters,ENFP,,,,8.5,
1516,JoJo's Bizarre Adventure,Supernatural,Joshu Higashikata,ESFP,,,,8.5,
1517,JoJo's Bizarre Adventure,Supernatural,Erina Pendleton,ISFJ,,,,8.5,
1518,JoJo's Bizarre Adventure,Supernatural,Esidisi,ESFP,,,,8.5,
1519,JoJo's Bizarre Adventure,Supernatural,Daniel J. D’Arby,ENTP,,,,8.5,
1520,JoJo's Bizarre Adventure,Supernatural,Santana,ISTP,,,,8.5,
1521,JoJo's Bizarre Adventure,Supernatural,『Wonder of U』/ Satoru Akefu,INTJ,,,,8.5,
1522,JoJo's Bizarre Adventure,Supernatural,Sandman / Soundman,ISTP,,,,8.5,
1523,JoJo's Bizarre Adventure,Supernatural,Gwess,ESFP,,,,8.5,
1524,JoJo's Bizarre Adventure,Supernatural,Holy Kujo,ESFJ,,,,8.5,
1525,JoJo's Bizarre Adventure,Supernatural,Miraschon,ISTP,,,,8.5,
1526,JoJo's Bizarre Adventure,Supernatural,Tomoko Higashikata,ESTJ,,,,8.5,
1527,JoJo's Bizarre Adventure,Supernatural,Donatella Una,ENFP,,,,8.5,
1528,JoJo's Bizarre Adventure,Supernatural,Lisa Lisa,ISTJ,,,,8.5,
1529,JoJo's Bizarre Adventure,Supernatural,Formaggio,ESTP,,,,8.5,
1530,JoJo's Bizarre Adventure,Supernatural,Secco,ESTP,,,,8.5,
1531,JoJo's Bizarre Adventure,Supernatural,Forever,ESTP,,,,8.5,
1532,JoJo's Bizarre Adventure,Supernatural,Thunder McQueen,ISFP,,,,8.5,
1533,JoJo's Bizarre Adventure,Supernatural,Yoma Hashimoto,ISTP,,,,8.5,
1534,JoJo's Bizarre Adventure,Supernatural,Suzi Q,ESFJ,,,,8.5,
1535,JoJo's Bizarre Adventure,Supernatural,J. Geil,ESTP,,,,8.5,
1536,JoJo's Bizarre Adventure,Supernatural,George Joestar II,ENTP,,,,8.5,
1537,JoJo's Bizarre Adventure,Supernatural,Rudol von Stroheim,ESTJ,,,,8.5,
1538,JoJo's Bizarre Adventure,Supernatural,Norisuke Higashikata IV,ESFJ,,,,8.5,
1539,JoJo's Bizarre Adventure,Supernatural,Vanilla Ice,ISTJ,,,,8.5,
1540,JoJo's Bizarre Adventure,Supernatural,Perla Pucci,ISFJ,,,,8.5,
1541,JoJo's Bizarre Adventure,Supernatural,Yotsuyu Yagiyama,INTP,,,,8.5,
1542,JoJo's Bizarre Adventure,Supernatural,Mikitaka Hazekura,INFJ,,,,8.5,
1543,JoJo's Bizarre Adventure,Supernatural,Cato Higashikata,ENTJ,,,,8.5,
1544,JoJo's Bizarre Adventure,Supernatural,Poco's Sister,ISFJ,,,,8.5,
1545,JoJo's Bizarre Adventure,Supernatural,"Joseph ""Fumi"" Joestar",ISFJ,,,,8.5,
1546,JoJo's Bizarre Adventure,Supernatural,Illuso,ISTP,,,,8.5,
1547,JoJo's Bizarre Adventure,Supernatural,Pocoloco,ESFP,,,,8.5,
1548,JoJo's Bizarre Adventure,Supernatural,Antonio Trussardi “Tonio Trendy”,ESFJ,,,,8.5,
1549,JoJo's Bizarre Adventure,Supernatural,Malèna,ISFJ,,,,8.5,
1550,JoJo's Bizarre Adventure,Supernatural,Akira Otoishi,ESTP,,,,8.5,
1551,JoJo's Bizarre Adventure,Supernatural,Giorno's Mother,ESFP,,,,8.5,
1552,JoJo's Bizarre Adventure,Supernatural,Jolyne's Mother,ISFJ,,,,8.5,
1553,JoJo's Bizarre Adventure,Supernatural,Mario Zucchero,ESFP,,,,8.5,
1554,JoJo's Bizarre Adventure,Supernatural,Alessi,ESFP,,,,8.5,
1555,JoJo's Bizarre Adventure,Supernatural,Ken Oyanagi,ESFP,,,,8.5,
1556,JoJo's Bizarre Adventure,Supernatural,Yoshikage Kira (JoJolion),INTJ,,,,8.5,
1557,JoJo's Bizarre Adventure,Supernatural,Oyecomova,INTJ,,,,8.5,
1558,JoJo's Bizarre Adventure,Supernatural,Diego Brando From Another World,INTJ,,,,8.5,
1559,JoJo's Bizarre Adventure,Supernatural,Dario Brando,ESTP,,,,8.5,
1560,JoJo's Bizarre Adventure,Supernatural,Magent Magent,ENFP,,,,8.5,
1561,JoJo's Bizarre Adventure,Supernatural,Daiya Higashikata,INFP,,,,8.5,
1562,JoJo's Bizarre Adventure,Supernatural,Kei Nijimura,ISFP,,,,8.5,
1563,JoJo's Bizarre Adventure,Supernatural,Terunosuke Miyamoto,INTJ,,,,8.5,
1564,JoJo's Bizarre Adventure,Supernatural,Kenzō,ENFJ,,,,8.5,
1565,JoJo's Bizarre Adventure,Supernatural,Dire,ESFP,,,,8.5,
1566,JoJo's Bizarre Adventure,Supernatural,Scarlet Valentine,ESFP,,,,8.5,
1567,JoJo's Bizarre Adventure,Supernatural,Poco,ISFP,,,,8.5,
1568,JoJo's Bizarre Adventure,Supernatural,George Joestar (Part 7),ESTJ,,,,8.5,
1569,JoJo's Bizarre Adventure,Supernatural,Flashback Man,INTJ,,,,8.5,
1570,JoJo's Bizarre Adventure,Supernatural,Paco Lovelantes,ISTP,,,,8.5,
1571,JoJo's Bizarre Adventure,Supernatural,Oingo,ESFP,,,,8.5,
1572,JoJo's Bizarre Adventure,Supernatural,Lang Rangler,ISTP,,,,8.5,
1573,JoJo's Bizarre Adventure,Supernatural,Toyohiro Kanedaichi,ISTP,,,,8.5,
1574,JoJo's Bizarre Adventure,Supernatural,Masazo Kinoto,INFP,,,,8.5,
1575,JoJo's Bizarre Adventure,Supernatural,Nicholas Joestar,INFJ,,,,8.5,
1576,JoJo's Bizarre Adventure,Supernatural,Chérie Polnareff,ISFJ,,,,8.5,
1577,JoJo's Bizarre Adventure,Supernatural,Wang Chan,INTJ,,,,8.5,
1578,JoJo's Bizarre Adventure,Supernatural,Pillar Men,ESTP,,,,8.5,
1579,JoJo's Bizarre Adventure,Supernatural,Keicho Nijimura,ESTJ,,,,8.5,
1580,JoJo's Bizarre Adventure,Supernatural,Polpo,ESTJ,,,,8.5,
1581,JoJo's Bizarre Adventure,Supernatural,Mountain Tim,ESFJ,,,,8.5,
1582,JoJo's Bizarre Adventure,Supernatural,Tamaki Damo,ESTJ,,,,8.5,
1583,JoJo's Bizarre Adventure,Supernatural,Pet Shop,ISTJ,,,,8.5,
1584,JoJo's Bizarre Adventure,Supernatural,N’Doul,ISTJ,,,,8.5,
1585,JoJo's Bizarre Adventure,Supernatural,Squalo,ESTP,,,,8.5,
1586,JoJo's Bizarre Adventure,Supernatural,Smokey Brown,ISFP,,,,8.5,
1587,JoJo's Bizarre Adventure,Supernatural,Mike O.,ISFJ,,,,8.5,
1588,JoJo's Bizarre Adventure,Supernatural,Straizo,INTJ,,,,8.5,
1589,JoJo's Bizarre Adventure,Supernatural,Karera Sakunami,ESFP,,,,8.5,
1590,JoJo's Bizarre Adventure,Supernatural,Mitsuba Higashikata,ESFP,,,,8.5,
1591,JoJo's Bizarre Adventure,Supernatural,Irene,ESTP,,,,8.5,
1592,JoJo's Bizarre Adventure,Supernatural,Atroe,INFP,,,,8.5,
1593,JoJo's Bizarre Adventure,Supernatural,Anne Merlai,ESFP,,,,8.5,
1594,JoJo's Bizarre Adventure,Supernatural,Tsurugi Higashikata,INFP,,,,8.5,
1595,JoJo's Bizarre Adventure,Supernatural,Imposter Captain Tennille,ESTJ,,,,8.5,
1596,JoJo's Bizarre Adventure,Supernatural,Mannish Boy,ENTJ,,,,8.5,
1597,JoJo's Bizarre Adventure,Supernatural,Midler,ESFP,,,,8.5,
1598,JoJo's Bizarre Adventure,Supernatural,Tiziano,ISTP,,,,8.5,
1599,JoJo's Bizarre Adventure,Supernatural,Sports Maxx,ESTP,,,,8.5,
1600,JoJo's Bizarre Adventure,Supernatural,D an G,ISFP,,,,8.5,
1601,JoJo's Bizarre Adventure,Supernatural,Ojiro Sasame,ESTP,,,,8.5,
1602,JoJo's Bizarre Adventure,Supernatural,Shinobu Kawajiri,ESFP,,,,8.5,
1603,JoJo's Bizarre Adventure,Supernatural,Urban Guerilla,INTJ,,,,8.5,
1604,JoJo's Bizarre Adventure,Supernatural,Wu Tomoki,ISTJ,,,,8.5,
1605,JoJo's Bizarre Adventure,Supernatural,Messina,ESFJ,,,,8.5,
1606,JoJo's Bizarre Adventure,Supernatural,Chaka,INFP,,,,8.5,
1607,JoJo's Bizarre Adventure,Supernatural,Khan,ISFJ,,,,8.5,
1608,JoJo's Bizarre Adventure,Supernatural,Gregorio Zeppeli,ISTJ,,,,8.5,
1609,JoJo's Bizarre Adventure,Supernatural,Sugar Mountain,ISFJ,,,,8.5,
1610,JoJo's Bizarre Adventure,Supernatural,Diego Brando's Mother,ISFJ,,,,8.5,
1611,JoJo's Bizarre Adventure,Supernatural,Hot Pants,ISTJ,,,,8.5,
1612,JoJo's Bizarre Adventure,Supernatural,Wekapipo,ISTJ,,,,8.5,
1613,JoJo's Bizarre Adventure,Supernatural,Sale,ISTP,,,,8.5,
1614,JoJo's Bizarre Adventure,Supernatural,Hato Higashikata,ESFP,,,,8.5,
1615,JoJo's Bizarre Adventure,Supernatural,Devo the Cursed,ESFP,,,,8.5,
1616,JoJo's Bizarre Adventure,Supernatural,Scolippi,INFJ,,,,8.5,
1617,JoJo's Bizarre Adventure,Supernatural,Guccio,ISFP,,,,8.5,
1618,JoJo's Bizarre Adventure,Supernatural,Johngalli A.,ISTJ,,,,8.5,
1619,JoJo's Bizarre Adventure,Supernatural,Josefumi Kujo,INFP,,,,8.5,
1620,JoJo's Bizarre Adventure,Supernatural,Leaky-Eye Luca,ESTP,,,,8.5,
1621,JoJo's Bizarre Adventure,Supernatural,Steven Steel,ENFJ,,,,8.5,
1622,JoJo's Bizarre Adventure,Supernatural,Axl RO,INFJ,,,,8.5,
1623,JoJo's Bizarre Adventure,Supernatural,Dr. Ferdinand,ISTJ,,,,8.5,
1624,JoJo's Bizarre Adventure,Supernatural,Massimo Volpe,INTJ,,,,8.5,
1625,JoJo's Bizarre Adventure,Supernatural,Vittorio Cataldi,ESFP,,,,8.5,
1626,JoJo's Bizarre Adventure,Supernatural,Cannolo Murolo,INTP,,,,8.5,
1627,JoJo's Bizarre Adventure,Supernatural,Bruford,ISFP,,,,8.5,
1628,JoJo's Bizarre Adventure,Supernatural,Loggins,ESTJ,,,,8.5,
1629,JoJo's Bizarre Adventure,Supernatural,Andre Boom Boom,ESTP,,,,8.5,
1630,JoJo's Bizarre Adventure,Supernatural,Coniglio,INFP,,,,8.5,
1631,JoJo's Bizarre Adventure,Supernatural,Jolyne's Lawyer,ISTJ,,,,8.5,
1632,JoJo's Bizarre Adventure,Supernatural,Kenny G.,ISTJ,,,,8.5,
1633,JoJo's Bizarre Adventure,Supernatural,Scatola,ESTP,,,,8.5,
1634,JoJo's Bizarre Adventure,Supernatural,Rock Humans,ISTP,,,,8.5,
1635,JoJo's Bizarre Adventure,Supernatural,Sonny Likir,ESTP,,,,8.5,
1636,JoJo's Bizarre Adventure,Supernatural,Taoka,ESFJ,,,,8.5,
1637,JoJo's Bizarre Adventure,Supernatural,Meryl May Qi,ESTJ,,,,8.5,
1638,JoJo's Bizarre Adventure,Supernatural,Coco Jumbo (turtle),ISTJ,,,,8.5,
1639,JoJo's Bizarre Adventure,Supernatural,Rubber Soul,ESTP,,,,8.5,
1640,JoJo's Bizarre Adventure,Supernatural,"Anjuro ""Angelo"" Katagiri",ISTP,,,,8.5,
1641,JoJo's Bizarre Adventure,Supernatural,Yoshihiro Kira,ESTJ,,,,8.5,
1642,JoJo's Bizarre Adventure,Supernatural,Viviano Westwood,ESTJ,,,,8.5,
1643,JoJo's Bizarre Adventure,Supernatural,Nunzio Pericolo,ISFJ,,,,8.5,
1644,JoJo's Bizarre Adventure,Supernatural,Aisho Dainenjiyama,ISFP,,,,8.5,
1645,JoJo's Bizarre Adventure,Supernatural,D-I-S-C-O,ISTJ,,,,8.5,
1646,JoJo's Bizarre Adventure,Supernatural,Nukesaku,ESFP,,,,8.5,
1647,JoJo's Bizarre Adventure,Supernatural,Pork Pie Hat Kid,ISFP,,,,8.5,
1648,JoJo's Bizarre Adventure,Supernatural,Dolomite,ESTP,,,,8.5,
1649,JoJo's Bizarre Adventure,Supernatural,Poor Tom,ENTJ,,,,8.5,
1650,JoJo's Bizarre Adventure,Supernatural,Angelica Attanasio,ISFJ,,,,8.5,
1651,JoJo's Bizarre Adventure,Supernatural,Vladimir Kocaqi,ESTJ,,,,8.5,
1652,JoJo's Bizarre Adventure,Supernatural,Sheila E,ISTP,,,,8.5,
1653,JoJo's Bizarre Adventure,Supernatural,Tonpetty,INFJ,,,,8.5,
1654,JoJo's Bizarre Adventure,Supernatural,Tarkus,ISTP,,,,8.5,
1655,JoJo's Bizarre Adventure,Supernatural,Anakiss,ISTP,,,,8.5,
1656,JoJo's Bizarre Adventure,Supernatural,Takuma Hasumi,ISTJ,,,,8.5,
1657,JoJo's Bizarre Adventure,Supernatural,Benjamin Boom Boom,ESTJ,,,,8.5,
1658,JoJo's Bizarre Adventure,Supernatural,L.A. Boom Boom,ISFP,,,,8.5,
1659,JoJo's Bizarre Adventure,Supernatural,Roses,ISFJ,,,,8.5,
1660,JoJo's Bizarre Adventure,Supernatural,Loccobarocco,ESTJ,,,,8.5,
1661,JoJo's Bizarre Adventure,Supernatural,Romeo Jisso,ISFP,,,,8.5,
1662,JoJo's Bizarre Adventure,Supernatural,Marco,ISFJ,,,,8.5,
1663,JoJo's Bizarre Adventure,Supernatural,Norisuke Higashikata I,ESFJ,,,,8.5,
1664,JoJo's Bizarre Adventure,Supernatural,Sandman's Sister,ISFJ,,,,8.5,
1665,JoJo's Bizarre Adventure,Supernatural,Ryohei Higashikata,ESFJ,,,,8.5,
1666,JoJo's Bizarre Adventure,Supernatural,Gloria Costello,ISFJ,,,,8.5,
1667,JoJo's Bizarre Adventure,Supernatural,Ikkyu,ISTJ,,,,8.5,
1668,JoJo's Bizarre Adventure,Supernatural,Minoru Kaigamori,ISFJ,,,,8.5,
1669,JoJo's Bizarre Adventure,Supernatural,Gunpei Kamafusa,ESFP,,,,8.5,
1670,JoJo's Bizarre Adventure,Supernatural,Nanase Kishibe,ISFJ,,,,8.5,
1671,JoJo's Bizarre Adventure,Supernatural,A. Phex Brothers,ISTJ,,,,8.5,
1672,JoJo's Bizarre Adventure,Supernatural,Doremifasolati Do,ISFP,,,,8.5,
1673,JoJo's Bizarre Adventure,Supernatural,Dododo De Dadada,ESTP,,,,8.5,
1674,JoJo's Bizarre Adventure,Supernatural,Obladi Oblada,ENFP,,,,8.5,
1675,JoJo's Bizarre Adventure,Supernatural,Maako Kitani,ESFP,,,,8.5,
1676,JoJo's Bizarre Adventure,Supernatural,Zaihei Nigatake,ISFP,,,,8.5,
1677,JoJo's Bizarre Adventure,Supernatural,Mika Hayamura,ESFJ,,,,8.5,
1678,JoJo's Bizarre Adventure,Supernatural,Dija Maker,INTP,,,,8.5,
1679,JoJo's Bizarre Adventure,Supernatural,Ryoko Kakyoin,INFP,,,,8.5,
1680,JoJo's Bizarre Adventure,Supernatural,Fujiko Fujiyama,ISFJ,,,,8.5,
1681,JoJo's Bizarre Adventure,Supernatural,Father Nijimura,ISFP,,,,8.5,
1682,JoJo's Bizarre Adventure,Supernatural,Petsounds,INTJ,,,,8.5,
1683,JoJo's Bizarre Adventure,Supernatural,Joestar Bloodline,ENFJ,,,,8.5,
1684,JoJo's Bizarre Adventure,Supernatural,Paolo Bucciarati,ISFJ,,,,8.5,
1685,JoJo's Bizarre Adventure,Supernatural,Abbacchio's Coworker,ENFJ,,,,8.5,
1686,JoJo's Bizarre Adventure,Supernatural,Kazuki Karaiya,INTJ,,,,8.5,
1687,JoJo's Bizarre Adventure,Supernatural,Chiho Futaba,ISFP,,,,8.5,
1688,JoJo's Bizarre Adventure,Supernatural,Senator Wilson Phillips,ESTJ,,,,8.5,
1689,JoJo's Bizarre Adventure,Supernatural,Barbara Ann Joestar,ESFJ,,,,8.5,
1690,JoJo's Bizarre Adventure,Supernatural,Class Representative,ISTJ,,,,8.5,
1691,JoJo's Bizarre Adventure,Supernatural,Class Rep,INTP,,,,8.5,
1692,JoJo's Bizarre Adventure,Supernatural,Mr. Hirose,INTP,,,,8.5,
1693,Haikyuu!!,Sports,Oikawa Tooru,ENFJ,,,,8.7,
1694,Haikyuu!!,Sports,Kageyama Tobio,ISTJ,,,,8.7,
1695,Haikyuu!!,Sports,Kozume Kenma,INTP,,,,8.7,
1696,Haikyuu!!,Sports,Kuroo Tetsurou,ENTP,,,,8.7,
1697,Haikyuu!!,Sports,Miya Atsumu,ESTP,,,,8.7,
1698,Haikyuu!!,Sports,Hinata Shoyo,ESFP,,,,8.7,
1699,Haikyuu!!,Sports,Tsukishima Kei,INTJ,,,,8.7,
1700,Haikyuu!!,Sports,Sugawara Koushi,INFJ,,,,8.7,
1701,Haikyuu!!,Sports,Bokuto Koutarou,ESFP,,,,8.7,
1702,Haikyuu!!,Sports,Tendou Satori,ESTP,,,,8.7,
1703,Haikyuu!!,Sports,Akaashi Keiji,INTJ,,,,8.7,
1704,Haikyuu!!,Sports,Sawamura Daichi,ENFJ,,,,8.7,
1705,Haikyuu!!,Sports,Nishinoya Yuu,ESFP,,,,8.7,
1706,Haikyuu!!,Sports,Kita Shinsuke,ISTJ,,,,8.7,
1707,Haikyuu!!,Sports,Miya Osamu,INTP,,,,8.7,
1708,Haikyuu!!,Sports,Sakusa Kiyoomi,ISTJ,,,,8.7,
1709,Haikyuu!!,Sports,Yamaguchi Tadashi,INFP,,,,8.7,
1710,Haikyuu!!,Sports,Yachi Hitoka,ISFJ,,,,8.7,
1711,Haikyuu!!,Sports,Goshiki Tsutomu,ESFJ,,,,8.7,
1712,Haikyuu!!,Sports,Iwaizumi Hajime,ISTP,,,,8.7,
1713,Haikyuu!!,Sports,Azumane Asahi,ISFP,,,,8.7,
1714,Haikyuu!!,Sports,Terushima Yuuji,ESTP,,,,8.7,
1715,Haikyuu!!,Sports,Shimizu Kiyoko,ISTJ,,,,8.7,
1716,Haikyuu!!,Sports,Keishin Ukai,ISTP,,,,8.7,
1717,Haikyuu!!,Sports,Yaku Morisuke,ESTJ,,,,8.7,
1718,Haikyuu!!,Sports,Ukai Ikkei,ENTP,,,,8.7,
1719,Haikyuu!!,Sports,Suna Rintarou,ISTP,,,,8.7,
1720,Haikyuu!!,Sports,Tanaka Ryūnosuke,ESTP,,,,8.7,
1721,Haikyuu!!,Sports,Haiba Lev,ESFP,,,,8.7,
1722,Haikyuu!!,Sports,Kindaichi Yutaro,ISFP,,,,8.7,
1723,Haikyuu!!,Sports,Wakatoshi Ushijima (Ushiwaka),ISTJ,,,,8.7,
1724,Haikyuu!!,Sports,Kyotani Kentaro,ISFP,,,,8.7,
1725,Haikyuu!!,Sports,Tsukishima Akiteru,ENFJ,,,,8.7,
1726,Haikyuu!!,Sports,Takeda Ittetsu,INFJ,,,,8.7,
1727,Haikyuu!!,Sports,Hirugami Sachiro,INFJ,,,,8.7,
1728,Haikyuu!!,Sports,Fukunaga Shouhei,INTP,,,,8.7,
1729,Haikyuu!!,Sports,Yahaba Shigeru,ESFJ,,,,8.7,
1730,Haikyuu!!,Sports,Misaki Hana,ESFJ,,,,8.7,
1731,Haikyuu!!,Sports,Towada Yoshiki,ESFP,,,,8.7,
1732,Haikyuu!!,Sports,Hoshiumi Kourai,ISFP,,,,8.7,
1733,Haikyuu!!,Sports,Tanaka Saeko,ESTP,,,,8.7,
1734,Haikyuu!!,Sports,Ennoshita Chikara,ISFJ,,,,8.7,
1735,Haikyuu!!,Sports,Haiba Alisa,ENFP,,,,8.7,
1736,Haikyuu!!,Sports,Himekawa Aoi,INFP,,,,8.7,
1737,Haikyuu!!,Sports,Aone Takanobu,ISFP,,,,8.7,
1738,Haikyuu!!,Sports,Karasuno High,ENFP,,,,8.7,
1739,Haikyuu!!,Sports,Kunimi Akira,INTP,,,,8.7,
1740,Haikyuu!!,Sports,Futakuchi Kenji,ENTJ,,,,8.7,
1741,Haikyuu!!,Sports,Eita Semi,ISTP,,,,8.7,
1742,Haikyuu!!,Sports,Komori Motoya,ENFP,,,,8.7,
1743,Haikyuu!!,Sports,Kiryū Wakatsu,ISFJ,,,,8.7,
1744,Haikyuu!!,Sports,Fukurodani Academy,ENFJ,,,,8.7,
1745,Haikyuu!!,Sports,Yachi Madoka,ESTJ,,,,8.7,
1746,Haikyuu!!,Sports,Daishou Suguru,ENTP,,,,8.7,
1747,Haikyuu!!,Sports,Washijo Tanji,ESTJ,,,,8.7,
1748,Haikyuu!!,Sports,Inarizaki High,ENTJ,,,,8.7,
1749,Haikyuu!!,Sports,Akimiya Noboru,INFJ,,,,8.7,
1750,Haikyuu!!,Sports,Amanai Kanoka,INFP,,,,8.7,
1751,Haikyuu!!,Sports,Nekoma,ENTP,,,,8.7,
1752,Haikyuu!!,Sports,Matsukawa Issei,INTP,,,,8.7,
1753,Haikyuu!!,Sports,Aoba Johsai High,ENFJ,,,,8.7,
1754,Haikyuu!!,Sports,Kinoshita Hisashi,INFJ,,,,8.7,
1755,Haikyuu!!,Sports,Hanamaki Takahiro,ENTP,,,,8.7,
1756,Haikyuu!!,Sports,Michimiya Yui,ESFJ,,,,8.7,
1757,Haikyuu!!,Sports,Ojiro Aran,ESFJ,,,,8.7,
1758,Haikyuu!!,Sports,Usuri Michiru,ENFJ,,,,8.7,
1759,Haikyuu!!,Sports,Hinata Natsu,ENFP,,,,8.7,
1760,Haikyuu!!,Sports,Narita Kazuhito,ISFJ,,,,8.7,
1761,Haikyuu!!,Sports,Shirofuku Yukie,ESFP,,,,8.7,
1762,Haikyuu!!,Sports,Shirabu Kenjirou,INTJ,,,,8.7,
1763,Haikyuu!!,Sports,Nekomata Yasufumi,ENTP,,,,8.7,
1764,Haikyuu!!,Sports,Koganegawa Kanji,ESFP,,,,8.7,
1765,Haikyuu!!,Sports,Yamamoto Taketora,ESFP,,,,8.7,
1766,Haikyuu!!,Sports,Shibayama Yuuki,ISFP,,,,8.7,
1767,Haikyuu!!,Sports,Kuguri Naoyasu,INTP,,,,8.7,
1768,Haikyuu!!,Sports,Kai Nobuyuki,ISFJ,,,,8.7,
1769,Haikyuu!!,Sports,Inuoka Sou,ESFP,,,,8.7,
1770,Haikyuu!!,Sports,Kamasaki Yasushi,ESTP,,,,8.7,
1771,Haikyuu!!,Sports,Konoha Akinori,ENTP,,,,8.7,
1772,Haikyuu!!,Sports,Kawanishi Taichi,ISTP,,,,8.7,
1773,Haikyuu!!,Sports,Hyakuzawa Yuudai,ISTP,,,,8.7,
1774,Haikyuu!!,Sports,Yamaka Mika,ISFJ,,,,8.7,
1775,Haikyuu!!,Sports,Ginjima Hitoshi,ESTP,,,,8.7,
1776,Haikyuu!!,Sports,Kageyama Miwa,ISFP,,,,8.7,
1777,Haikyuu!!,Sports,Akagi Michinari,ESFJ,,,,8.7,
1778,Haikyuu!!,Sports,Ohira Reon,ISFJ,,,,8.7,
1779,Haikyuu!!,Sports,Shiratorizawa Academy,ISTJ,,,,8.7,
1780,Haikyuu!!,Sports,Date Tech High,ISTJ,,,,8.7,
1781,Haikyuu!!,Sports,Johzenji High,ESTP,,,,8.7,
1782,Haikyuu!!,Sports,Kamomedai High,ISTJ,,,,8.7,
1783,Haikyuu!!,Sports,Yamagata Hayato,ESTP,,,,8.7,
1784,Haikyuu!!,Sports,Watari Shinji,ISTJ,,,,8.7,
1785,Haikyuu!!,Sports,Moniwa Kaname,ISFJ,,,,8.7,
1786,Haikyuu!!,Sports,Sakunami Kousuke,ISFP,,,,8.7,
1787,Haikyuu!!,Sports,Komi Haruki,ESTP,,,,8.7,
