,anime_name,anime_genre,character_name,character_mbti_type,Characters Kept,Apple TV,Youtube,Rating (IMDb),Message
4359,Re:Zero − Starting Life in Another World,Isekai,Capella Emerada Lugnica,ESTP,,,,8.1,
4360,Re:Zero − Starting Life in Another World,Isekai,Mimi Pearlbaton,ENFP,,,,8.1,
4361,Re:Zero − Starting Life in Another World,Isekai,Shion,ENFP,,,,8.1,
4362,Re:Zero − Starting Life in Another World,Isekai,Natsuki Subaru (Wrath IF),INTJ,,,,8.1,
4363,Re:Zero − Starting Life in Another World,Isekai,Louis Arneb,ENFJ,,,,8.1,
4364,Re:Zero − Starting Life in Another World,Isekai,Natsuki Subaru (Lust IF),ESFP,,,,8.1,
4365,Re:Zero − Starting Life in Another World,Isekai,Natsuki Subaru (Sloth IF),ENFJ,,,,8.1,
4366,Re:Zero − Starting Life in Another World,Isekai,Natsuki Subaru (Greed IF),ESTJ,,,,8.1,
4367,Re:Zero − Starting Life in Another World,Isekai,Alcor Subaru,INTJ,,,,8.1,
4368,Re:Zero − Starting Life in Another World,Isekai,Regulus Corneas,ENTP,,,,8.1,
4369,Re:Zero − Starting Life in Another World,Isekai,Anastasia Hoshin,ENTJ,,,,8.1,
4370,Re:Zero − Starting Life in Another World,Isekai,Otto Suwen,ISFP,,,,8.1,
4371,Re:Zero − Starting Life in Another World,Isekai,Garfiel Tinsel,ESFP,,,,8.1,
4372,Re:Zero − Starting Life in Another World,Isekai,Priscilla Barielle,ESTJ,,,,8.1,
4373,Re:Zero − Starting Life in Another World,Isekai,Minerva,ESFJ,,,,8.1,
4374,Re:Zero − Starting Life in Another World,Isekai,Daphne,INTP,,,,8.1,
4375,Re:Zero − Starting Life in Another World,Isekai,Natsuki Naoko,ENFJ,,,,8.1,
4376,Re:Zero − Starting Life in Another World,Isekai,Liliana Masquerade,ENFP,,,,8.1,
4377,Re:Zero − Starting Life in Another World,Isekai,Todd Fang,INTJ,,,,8.1,
4378,Re:Zero − Starting Life in Another World,Isekai,Theresia Van Astrea,ESFJ,,,,8.1,
4379,Re:Zero − Starting Life in Another World,Isekai,Petra Leyte,ENFP,,,,8.1,
4380,Re:Zero − Starting Life in Another World,Isekai,Typhon,ESFP,,,,8.1,
4381,Re:Zero − Starting Life in Another World,Isekai,Ricardo Welkin,ESTP,,,,8.1,
4382,Re:Zero − Starting Life in Another World,Isekai,Shaula,ENFP,,,,8.1,
4383,Re:Zero − Starting Life in Another World,Isekai,Vincent Vollachia / Vincent Abellux,INTJ,,,,8.1,
4384,Re:Zero − Starting Life in Another World,Isekai,Ryuzu Birma,ISTJ,,,,8.1,
4385,Re:Zero − Starting Life in Another World,Isekai,Natsuki Kenichi,ESTP,,,,8.1,
4386,Re:Zero − Starting Life in Another World,Isekai,Hector,INFP,,,,8.1,
4387,Re:Zero − Starting Life in Another World,Isekai,Julius Juukulius,ISTJ,,,,8.1,
4388,Re:Zero − Starting Life in Another World,Isekai,Wilhelm van Astrea,ISTJ,,,,8.1,
4389,Re:Zero − Starting Life in Another World,Isekai,Aldebaran (Al),ESTP,,,,8.1,
4390,Re:Zero − Starting Life in Another World,Isekai,Reid Astrea,ESFP,,,,8.1,
4391,Re:Zero − Starting Life in Another World,Isekai,Stride Vollachia,ENTP,,,,8.1,
4392,Re:Zero − Starting Life in Another World,Isekai,Sirius,ENFJ,,,,8.1,
4393,Re:Zero − Starting Life in Another World,Isekai,Meili Portroute,ENTP,,,,8.1,
4394,Re:Zero − Starting Life in Another World,Isekai,Tivey Pearlbaton,ISTJ,,,,8.1,
4395,Re:Zero − Starting Life in Another World,Isekai,Hetaro Pearlbaton,ISFP,,,,8.1,
4396,Re:Zero − Starting Life in Another World,Isekai,Fortuna,ENFJ,,,,8.1,
4397,Re:Zero − Starting Life in Another World,Isekai,Joshua Juukulius,ISTJ,,,,8.1,
4398,Re:Zero − Starting Life in Another World,Isekai,Lamia Godwin,ENTP,,,,8.1,
4399,Re:Zero − Starting Life in Another World,Isekai,Arakiya,ISTJ,,,,8.1,
4400,Re:Zero − Starting Life in Another World,Isekai,Olbart Dunkelkenn,ESTP,,,,8.1,
4401,Re:Zero − Starting Life in Another World,Isekai,Chisha Gold,XXXX,,,,8.1,
4402,Re:Zero − Starting Life in Another World,Isekai,Natsuki Subaru (Revenge IF),ISTP,,,,8.1,
4403,Re:Zero − Starting Life in Another World,Isekai,Emilia (Greed IF),INFJ,,,,8.1,
4404,Beastars,Drama,Legoshi,INFP,,,,7.7,
4405,Beastars,Drama,Louis,ENTJ,,,,7.7,
4406,Beastars,Drama,Haru,ISFP,,,,7.7,
4407,Beastars,Drama,Pina,ENTP,,,,7.7,
4408,Beastars,Drama,Juno,ENFJ,,,,7.7,
4409,Beastars,Drama,Gouhin,ESTJ,,,,7.7,
4410,Beastars,Drama,Jack,ESFJ,,,,7.7,
4411,Beastars,Drama,Gosha,ISFP,,,,7.7,
4412,Beastars,Drama,Melon,ENFP,,,,7.7,
4413,Beastars,Drama,Kyuu,ISTP,,,,7.7,
4414,Beastars,Drama,Melon's Mother,ENFJ,,,,7.7,
4415,Beastars,Drama,Agata,INFP,,,,7.7,
4416,Beastars,Drama,Collot,ESFP,,,,7.7,
4417,Beastars,Drama,Toki,XXXX,,,,7.7,
4418,Beastars,Drama,Riz,INFJ,,,,7.7,
4419,Beastars,Drama,Mizuchi,ESTJ,,,,7.7,
4420,Beastars,Drama,Yahya,ENTJ,,,,7.7,
4421,Beastars,Drama,Ibuki,ISTJ,,,,7.7,
4422,Beastars,Drama,Bill,ESTP,,,,7.7,
4423,Beastars,Drama,Legom,ISTJ,,,,7.7,
4424,Beastars,Drama,Tem,ISFP,,,,7.7,
4425,Beastars,Drama,Aoba,ISTJ,,,,7.7,
4426,Beastars,Drama,Rokume,INTJ,,,,7.7,
4427,Beastars,Drama,Ogma,ISTJ,,,,7.7,
4428,Beastars,Drama,Tao,ESFP,,,,7.7,
4429,Beastars,Drama,Zaguan,ENFJ,,,,7.7,
4430,Beastars,Drama,Leano,ESTP,,,,7.7,
4431,Beastars,Drama,Savon,ISTJ,,,,7.7,
4432,Beastars,Drama,Voss,INFP,,,,7.7,
4433,Beastars,Drama,Zoe,ISFJ,,,,7.7,
4434,Beastars,Drama,Miguno,INFP,,,,7.7,
4435,Beastars,Drama,Sheila,ESFP,,,,7.7,
4436,Beastars,Drama,Gon,ISFJ,,,,7.7,
4437,Beastars,Drama,Kabu,ENTP,,,,7.7,
4438,Beastars,Drama,Cosmo,ISFP,,,,7.7,
4439,Beastars,Drama,Seven,ISFJ,,,,7.7,
4440,Beastars,Drama,Free,ESTP,,,,7.7,
4441,Beastars,Drama,Dolph,ISTJ,,,,7.7,
4442,Beastars,Drama,Azuki,ESTJ,,,,7.7,
4443,Beastars,Drama,Durham,ESTP,,,,7.7,
4444,Beastars,Drama,Haru's father,ESFJ,,,,7.7,
4445,Beastars,Drama,San,ISFP,,,,7.7,
4446,Beastars,Drama,Kai,ESFP,,,,7.7,
4447,Beastars,Drama,Kibi,ISFP,,,,7.7,
4448,Beastars,Drama,Ellen,ISFP,,,,7.7,
4449,Beastars,Drama,Els,ISFJ,,,,7.7,
4450,Beastars,Drama,Sanu,ENTP,,,,7.7,
4451,Beastars,Drama,Ai,INFP,,,,7.7,
4452,Beastars,Drama,Ten,ENFJ,,,,7.7,
4453,Beastars,Drama,Utsugi,ESFP,,,,7.7,
4454,Beastars,Drama,Decico,INTJ,,,,7.7,
4455,Beastars,Drama,Dom,ESFJ,,,,7.7,
4456,Beastars,Drama,Housemother,ESTJ,,,,7.7,
4457,Beastars,Drama,The Mayor,ENFJ,,,,7.7,
4458,Beastars,Drama,Chief Lion,ISTJ,,,,7.7,
4459,Beastars,Drama,Peach,ISFJ,,,,7.7,
4460,Beastars,Drama,Holger,ISFP,,,,7.7,
4461,Beastars,Drama,Eado,ISFP,,,,7.7,
4462,Beastars,Drama,Ako,ESFP,,,,7.7,
4463,Beastars,Drama,Dope,XXXX,,,,7.7,
4464,Beastars,Drama,Hino,XXXX,,,,7.7,
4465,Beastars,Drama,Melon's Father,ISTJ,,,,7.7,
4466,Classroom of the Elite,Psychological,Kiyotaka Ayanokōji,INTJ,,,,7.7,
4467,Classroom of the Elite,Psychological,Kikyo Kushida,ESFJ,,,,7.7,
4468,Classroom of the Elite,Psychological,Kei Karuizawa,ENFP,,,,7.7,
4469,Classroom of the Elite,Psychological,Suzune Horikita,ISTJ,,,,7.7,
4470,Classroom of the Elite,Psychological,Kakeru Ryuen,ESTP,,,,7.7,
4471,Classroom of the Elite,Psychological,Rokusuke Koenji,ESTP,,,,7.7,
4472,Classroom of the Elite,Psychological,Arisu Sakayanagi,ENTP,,,,7.7,
4473,Classroom of the Elite,Psychological,Honami Ichinose,ENFJ,,,,7.7,
4474,Classroom of the Elite,Psychological,Takuya Yagami,ENFJ,,,,7.7,
4475,Classroom of the Elite,Psychological,Yosuke Hirata,ENFJ,,,,7.7,
4476,Classroom of the Elite,Psychological,Airi Sakura,INFP,,,,7.7,
4477,Classroom of the Elite,Psychological,Mio Ibuki,ISTP,,,,7.7,
4478,Classroom of the Elite,Psychological,Hiyori Shiina,INTP,,,,7.7,
4479,Classroom of the Elite,Psychological,Manabu Horikita,ENTJ,,,,7.7,
4480,Classroom of the Elite,Psychological,Miyabi Nagumo,ENTP,,,,7.7,
4481,Classroom of the Elite,Psychological,Sae Chabashira,ENTJ,,,,7.7,
4482,Classroom of the Elite,Psychological,Ichika Amasawa,ENTP,,,,7.7,
4483,Classroom of the Elite,Psychological,Tsubasa Nanase,ISFJ,,,,7.7,
4484,Classroom of the Elite,Psychological,Kazuomi Housen,ESTP,,,,7.7,
4485,Classroom of the Elite,Psychological,Kyo Ishigami,INTP,,,,7.7,
4486,Classroom of the Elite,Psychological,Shiho Manabe,XXXX,,,,7.7,
4487,Classroom of the Elite,Psychological,Sakurako Tsubaki,INTJ,,,,7.7,
4488,Classroom of the Elite,Psychological,Fuka Kiryuin,ISTP,,,,7.7,
4489,Classroom of the Elite,Psychological,Yuki Himeno,INTP,,,,7.7,
4490,Classroom of the Elite,Psychological,Yuki,ESFJ,,,,7.7,
4491,Classroom of the Elite,Psychological,Ai Morishita,INTP,,,,7.7,
4492,Classroom of the Elite,Psychological,Atsuomi Ayanokōji,ENTJ,,,,7.7,
4493,Classroom of the Elite,Psychological,Ken Sudo,ESFP,,,,7.7,
4494,Classroom of the Elite,Psychological,Chiaki Matsushita,INFJ,,,,7.7,
4495,Classroom of the Elite,Psychological,Tsukishiro,ENTJ,,,,7.7,
4496,Classroom of the Elite,Psychological,Akito Miyake,ISTP,,,,7.7,
4497,Classroom of the Elite,Psychological,Masayoshi Hashimoto,ENTP,,,,7.7,
4498,Classroom of the Elite,Psychological,Masumi Kamuro,ISTP,,,,7.7,
4499,Classroom of the Elite,Psychological,Miki Yamamura,INTP,,,,7.7,
4500,Classroom of the Elite,Psychological,Daichi ishizaki,XXXX,,,,7.7,
4501,Classroom of the Elite,Psychological,Takeko nishino,ISTP,,,,7.7,
4502,Classroom of the Elite,Psychological,Chairman Sakayanagi,XXXX,,,,7.7,
4503,Classroom of the Elite,Psychological,The White Room,INTJ,,,,7.7,
4504,Classroom of the Elite,Psychological,Kohei Katsuragi,ISTJ,,,,7.7,
4505,Classroom of the Elite,Psychological,Teruhiko Yukimura,ISTJ,,,,7.7,
4506,Classroom of the Elite,Psychological,Haruka Hasebe,INFP,,,,7.7,
4507,Classroom of the Elite,Psychological,Kanji Ike,ESFP,,,,7.7,
4508,Classroom of the Elite,Psychological,Albert Yamada,ISTJ,,,,7.7,
4509,Classroom of the Elite,Psychological,kaneda satoru,ESFP,,,,7.7,
4510,Classroom of the Elite,Psychological,Ryuji Kanzaki,ISTJ,,,,7.7,
4511,Classroom of the Elite,Psychological,Kazuma Sakagami,ESTJ,,,,7.7,
4512,Classroom of the Elite,Psychological,Chie Hoshinomiya,ESFJ,,,,7.7,
4513,Classroom of the Elite,Psychological,Maya Sato,ESFP,,,,7.7,
4514,Classroom of the Elite,Psychological,Kokoro Inogashira,ISFJ,,,,7.7,
4515,Classroom of the Elite,Psychological,Satsuki Shinohara,ESTJ,,,,7.7,
4516,Classroom of the Elite,Psychological,Chihiro Shiranami,ISFJ,,,,7.7,
4517,Classroom of the Elite,Psychological,Akane Tachibana,ISFJ,,,,7.7,
4518,Classroom of the Elite,Psychological,Yamauchi Haruki,ESFP,,,,7.7,
4519,Classroom of the Elite,Psychological,Riku Utomiya,ISTP,,,,7.7,
4520,Classroom of the Elite,Psychological,Nazuna Asahina,ESFJ,,,,7.7,
4521,Classroom of the Elite,Psychological,Mei-Yu Wang,ISFJ,,,,7.7,
4522,Classroom of the Elite,Psychological,Tomonari Mashima,ISTJ,,,,7.7,
4523,Classroom of the Elite,Psychological,Katsunori Shiba,INTJ,,,,7.7,
4524,Classroom of the Elite,Psychological,Hideo Sotomura,INTP,,,,7.7,
4525,Classroom of the Elite,Psychological,Ryōtarō Hondō,INFJ,,,,7.7,
4526,Classroom of the Elite,Psychological,Ikuto Kiriyama,ISTJ,,,,7.7,
4527,Classroom of the Elite,Psychological,Kayano Onodera,ESFP,,,,7.7,
4528,Classroom of the Elite,Psychological,Tetsuya Hamaguchi,ISTJ,,,,7.7,
4529,Classroom of the Elite,Psychological,Kōji Machida,ESTJ,,,,7.7,
4530,Classroom of the Elite,Psychological,Takurō Morishige,ESTJ,,,,7.7,
4531,Classroom of the Elite,Psychological,Sō Shibata,ESFP,,,,7.7,
4532,Classroom of the Elite,Psychological,Sayo Andō,ESFP,,,,7.7,
4533,Classroom of the Elite,Psychological,Mako Amikura,ESFJ,,,,7.7,
4534,Classroom of the Elite,Psychological,Advanced Nurturing High School,ENTJ,,,,7.7,
4535,Classroom of the Elite,Psychological,Shiro,INTP,,,,7.7,
4536,Wonder Egg Priority,Psychological,Rika Kawai,ESTP,,,,7.3,
4537,Wonder Egg Priority,Psychological,Ai Ohto,ISFP,,,,7.3,
4538,Wonder Egg Priority,Psychological,Frill,ESFP,,,,7.3,
4539,Wonder Egg Priority,Psychological,Momoe Sawaki,INFJ,,,,7.3,
4540,Wonder Egg Priority,Psychological,Kotobuki Awano,ENTP,,,,7.3,
4541,Wonder Egg Priority,Psychological,Acca,INTJ,,,,7.3,
4542,Wonder Egg Priority,Psychological,Neiru Aonuma,INTJ,,,,7.3,
4543,Wonder Egg Priority,Psychological,Koito Nagase,ENFJ,,,,7.3,
4544,Wonder Egg Priority,Psychological,Kaoru Kurita,ENFP,,,,7.3,
4545,Wonder Egg Priority,Psychological,Shuichiro Sawaki,ENFJ,,,,7.3,
4546,Wonder Egg Priority,Psychological,Kurumi Saijo,ISTP,,,,7.3,
4547,Wonder Egg Priority,Psychological,Airu Aonuma,ISTP,,,,7.3,
4548,Wonder Egg Priority,Psychological,Miwa,INFP,,,,7.3,
4549,Wonder Egg Priority,Psychological,Ura-Acca,INTP,,,,7.3,
4550,Wonder Egg Priority,Psychological,Shino,ISFJ,,,,7.3,
4551,Wonder Egg Priority,Psychological,Minami Suzuhara,ISFJ,,,,7.3,
4552,Wonder Egg Priority,Psychological,Aoi,ISFP,,,,7.3,
4553,Wonder Egg Priority,Psychological,Chiemi,ESFJ,,,,7.3,
4554,Wonder Egg Priority,Psychological,Tae Ohto,ESFJ,,,,7.3,
4555,Wonder Egg Priority,Psychological,Misaki Tanabe,ISTJ,,,,7.3,
4556,Wonder Egg Priority,Psychological,Yae Yoshida,INFP,,,,7.3,
4557,Wonder Egg Priority,Psychological,Himari,ENFP,,,,7.3,
4558,Wonder Egg Priority,Psychological,Miko,ISFJ,,,,7.3,
4559,Wonder Egg Priority,Psychological,Mako,ISFP,,,,7.3,
4560,Wonder Egg Priority,Psychological,Haruka,ESFJ,,,,7.3,
4561,Wonder Egg Priority,Psychological,Mizuki,ISFJ,,,,7.3,
4562,Wonder Egg Priority,Psychological,Ayaka,ESFP,,,,7.3,
4563,Wonder Egg Priority,Psychological,Chiaki Kawai,ESFP,,,,7.3,
4564,Wonder Egg Priority,Psychological,Azusa Hoshina,ISFJ,,,,7.3,
4565,Wonder Egg Priority,Psychological,Kirara Rodriguez Matured XVIII Evening Star SS Plum,INTJ,,,,7.3,
4566,Banana Fish,Shoujo,Ash Lynx,ISTP,,,,8.2,
4567,Banana Fish,Shoujo,Yut-Lung Lee,INTJ,,,,8.2,
4568,Banana Fish,Shoujo,Eiji Okumura,ISFJ,,,,8.2,
4569,Banana Fish,Shoujo,Blanca,INFJ,,,,8.2,
4570,Banana Fish,Shoujo,Willard Evanstine,ENTJ,,,,8.2,
4571,Banana Fish,Shoujo,Shorter Wong,ESFP,,,,8.2,
4572,Banana Fish,Shoujo,Lao Yen Tai,ESTJ,,,,8.2,
4573,Banana Fish,Shoujo,Charlie Dickinson,ESTJ,,,,8.2,
4574,Banana Fish,Shoujo,Eduardo L. Fox,ENTJ,,,,8.2,
4575,Banana Fish,Shoujo,Dino Golzine,ENTJ,,,,8.2,
4576,Banana Fish,Shoujo,Soo-Ling Sing,ESFP,,,,8.2,
4577,Banana Fish,Shoujo,Max Lobo,ESFJ,,,,8.2,
4578,Banana Fish,Shoujo,Abraham Dawson,INTP,,,,8.2,
4579,Banana Fish,Shoujo,Skip,ENFP,,,,8.2,
4580,Banana Fish,Shoujo,Frederick Arthur,ESTP,,,,8.2,
4581,Banana Fish,Shoujo,Shunichi Ibe,ISFJ,,,,8.2,
4582,Banana Fish,Shoujo,Bones,ESFP,,,,8.2,
4583,Banana Fish,Shoujo,Marvin Crosby,ESFP,,,,8.2,
4584,Banana Fish,Shoujo,Alexis Dawson,INTP,,,,8.2,
4585,Banana Fish,Shoujo,Akira Ibe,ISFP,,,,8.2,
4586,Banana Fish,Shoujo,Nadia Wong,ISTJ,,,,8.2,
4587,Banana Fish,Shoujo,Griffin Callenreese,INFP,,,,8.2,
4588,Banana Fish,Shoujo,Jessica Randy,ESTP,,,,8.2,
4589,Banana Fish,Shoujo,Cain,INTP,,,,8.2,
4590,Banana Fish,Shoujo,Alex,ISTJ,,,,8.2,
4591,Banana Fish,Shoujo,Kong,ISFP,,,,8.2,
4592,Banana Fish,Shoujo,Antonio Jenkins,ISTJ,,,,8.2,
4593,Banana Fish,Shoujo,Jim Callenreese,ESTJ,,,,8.2,
4594,Banana Fish,Shoujo,Dr. Meredith,ISTJ,,,,8.2,
4595,Banana Fish,Shoujo,Jennifer,ISFJ,,,,8.2,
4596,Banana Fish,Shoujo,Lee Hua Lung,ISFJ,,,,8.2,
4597,Banana Fish,Shoujo,Michael,ENFP,,,,8.2,
4598,Banana Fish,Shoujo,The Fly,ENTP,,,,8.2,
4599,Banana Fish,Shoujo,Banana Fish (Series),ISTP,,,,8.2,
4600,Moriarty the Patriot,Mystery,William James Moriarty,INTJ,,,,8,
4601,Moriarty the Patriot,Mystery,Sherlock Holmes,ENTP,,,,8,
4602,Moriarty the Patriot,Mystery,Louis James Moriarty,ISTJ,,,,8,
4603,Moriarty the Patriot,Mystery,Billy the kid (Henry Antrim),ENFP,,,,8,
4604,Moriarty the Patriot,Mystery,Fred Porlock,ISFP,,,,8,
4605,Moriarty the Patriot,Mystery,Von Herder,ENTP,,,,8,
4606,Moriarty the Patriot,Mystery,James Bonde,ENTP,,,,8,
4607,Moriarty the Patriot,Mystery,Sebastian Moran,ESTP,,,,8,
4608,Moriarty the Patriot,Mystery,Ms. Hudson,ESFJ,,,,8,
4609,Moriarty the Patriot,Mystery,Albert James Moriarty,INFJ,,,,8,
4610,Moriarty the Patriot,Mystery,Mycroft Holmes,ENTJ,,,,8,
4611,Moriarty the Patriot,Mystery,John H. Watson,ISFJ,,,,8,
4612,Moriarty the Patriot,Mystery,Zach Patterson,ISTJ,,,,8,
4613,Moriarty the Patriot,Mystery,Charles Augustus Milverton,ENTJ,,,,8,
4614,Moriarty the Patriot,Mystery,Adam Whiteley,ENFJ,,,,8,
4615,Moriarty the Patriot,Mystery,Moneypenny,ISTJ,,,,8,
4616,Moriarty the Patriot,Mystery,Count Blitz Enders,ESTJ,,,,8,
4617,Moriarty the Patriot,Mystery,William Moriarty,ESTJ,,,,8,
4618,Moriarty the Patriot,Mystery,Mary Morstan,INFJ,,,,8,
4619,Moriarty the Patriot,Mystery,Lestrade,ISTJ,,,,8,
4620,Moriarty the Patriot,Mystery,Alexander Brighton,ESTJ,,,,8,
4621,Moriarty the Patriot,Mystery,Lord Moriarty,ESTJ,,,,8,
4622,Moriarty the Patriot,Mystery,Lord Baxter,ESTJ,,,,8,
4623,Moriarty the Patriot,Mystery,Helena,ENFP,,,,8,
4624,Moriarty the Patriot,Mystery,Jack The Ripper,ESTP,,,,8,
4625,Moriarty the Patriot,Mystery,Simon,ISTJ,,,,8,
4626,Moriarty the Patriot,Mystery,Earl of Argleton,ISTJ,,,,8,
4627,Moriarty the Patriot,Mystery,Frida Macauley,ENFP,,,,8,
4628,Moriarty the Patriot,Mystery,Lucian Atwood,ISFJ,,,,8,
4629,Moriarty the Patriot,Mystery,Madam Moriarty,ESTJ,,,,8,
4630,Moriarty the Patriot,Mystery,Michelle Burton,ISFP,,,,8,
4631,Moriarty the Patriot,Mystery,Mr. Burton,ISTJ,,,,8,
4632,Moriarty the Patriot,Mystery,Stamford,ISFJ,,,,8,
4633,Moriarty the Patriot,Mystery,Mr.Eden,ISFJ,,,,8,
4634,Moriarty the Patriot,Mystery,Ruskin,INFP,,,,8,
4635,Moriarty the Patriot,Mystery,Sam Whiteley,ISFJ,,,,8,
4636,Moriarty the Patriot,Mystery,Harry,ESTP,,,,8,
4637,Moriarty the Patriot,Mystery,Wiggins,ENTP,,,,8,
4638,Moriarty the Patriot,Mystery,Dudley Bale,ENTP,,,,8,
4639,Moriarty the Patriot,Mystery,Stanley,ENFP,,,,8,
4640,Moriarty the Patriot,Mystery,Good Morning Shaw,INTP,,,,8,
4641,Moriarty the Patriot,Mystery,Good Night Lowe,ESTP,,,,8,
4642,Ouran High School Host Club,Shoujo,Haruhi Fujioka,ISTJ,,,,8.1,
4643,Ouran High School Host Club,Shoujo,Tamaki Suoh,ENFJ,,,,8.1,
4644,Ouran High School Host Club,Shoujo,Kyouya Ootori,INTJ,,,,8.1,
4645,Ouran High School Host Club,Shoujo,"Mitsukuni ""Hani (Honey)"" Haninozuka",ENFP,,,,8.1,
4646,Ouran High School Host Club,Shoujo,Kaoru Hitachiin,INFJ,,,,8.1,
4647,Ouran High School Host Club,Shoujo,Hikaru Hitachiin,ESTP,,,,8.1,
4648,Ouran High School Host Club,Shoujo,Renge Houshakuji,ENFP,,,,8.1,
4649,Ouran High School Host Club,Shoujo,Ryoji “Ranka” Fujioka,ENFJ,,,,8.1,
4650,Ouran High School Host Club,Shoujo,Benio Amakusa,ENFJ,,,,8.1,
4651,Ouran High School Host Club,Shoujo,Éclair Tonnerre,INTJ,,,,8.1,
4652,Ouran High School Host Club,Shoujo,Takashi “Mori” Morinozuka,ISTP,,,,8.1,
4653,Ouran High School Host Club,Shoujo,Ritsu Kasanoda,ISFP,,,,8.1,
4654,Ouran High School Host Club,Shoujo,Umehito Nekozawa,INFP,,,,8.1,
4655,Ouran High School Host Club,Shoujo,Shiro Takaoji,ISTP,,,,8.1,
4656,Ouran High School Host Club,Shoujo,Chizuru “Suzuran” Maihara,ENTP,,,,8.1,
4657,Ouran High School Host Club,Shoujo,Seika Ayanokoji,ENTJ,,,,8.1,
4658,Ouran High School Host Club,Shoujo,Toru Suzushima,ISFJ,,,,8.1,
4659,Ouran High School Host Club,Shoujo,Mei Yasumura,ESTP,,,,8.1,
4660,Ouran High School Host Club,Shoujo,The Haruhi From Tamaki’s Brain Theater,ISFJ,,,,8.1,
4661,Ouran High School Host Club,Shoujo,Anne-Sophie de Grantaine,INFP,,,,8.1,
4662,Ouran High School Host Club,Shoujo,Yasuchika Haninozuka,ISTJ,,,,8.1,
4663,Ouran High School Host Club,Shoujo,Kotoko Fujioka,ENFJ,,,,8.1,
4664,Ouran High School Host Club,Shoujo,Shizue Suoh,ESTJ,,,,8.1,
4665,Ouran High School Host Club,Shoujo,Ayame Jounouichi,ISTJ,,,,8.1,
4666,Ouran High School Host Club,Shoujo,Reiko Kanazuki,ESTJ,,,,8.1,
4667,Ouran High School Host Club,Shoujo,Akito Ootori,ISTJ,,,,8.1,
4668,Ouran High School Host Club,Shoujo,Yoshio Ootori,ESTJ,,,,8.1,
4669,Ouran High School Host Club,Shoujo,Kirimi Nekozawa,ENFP,,,,8.1,
4670,Ouran High School Host Club,Shoujo,Yuzuru Suoh,ENFJ,,,,8.1,
4671,Ouran High School Host Club,Shoujo,Fuyumi Ootori,ESFJ,,,,8.1,
4672,Ouran High School Host Club,Shoujo,Satoshi Morinozuka,ESFP,,,,8.1,
4673,Ouran High School Host Club,Shoujo,Hinako “Hinagiku” Tsuwabuki,ENFP,,,,8.1,
4674,Ouran High School Host Club,Shoujo,Kanako Kasugazaki,ENFJ,,,,8.1,
4675,Ouran High School Host Club,Shoujo,Kazukiyo Soga,ISFJ,,,,8.1,
4676,Ouran High School Host Club,Shoujo,Takeshi Kuze,ESTP,,,,8.1,
4677,Ouran High School Host Club,Shoujo,The Host Club,ENFJ,,,,8.1,
4678,Ouran High School Host Club,Shoujo,Tetsuya Sendo,ISFP,,,,8.1,
4679,Ouran High School Host Club,Shoujo,Akira Komatsuzawa,ISTJ,,,,8.1,
4680,Darling in the Franxx,Mecha,Zero Two,ESTP,,,,7.3,
4681,Darling in the Franxx,Mecha,Hiro,INFJ,,,,7.3,
4682,Darling in the Franxx,Mecha,Kokoro,INFP,,,,7.3,
4683,Darling in the Franxx,Mecha,Ichigo,ISFJ,,,,7.3,
4684,Darling in the Franxx,Mecha,Miku,ENFP,,,,7.3,
4685,Darling in the Franxx,Mecha,9'α,ENTJ,,,,7.3,
4686,Darling in the Franxx,Mecha,Futoshi,ISFP,,,,7.3,
4687,Darling in the Franxx,Mecha,Nana,ISFJ,,,,7.3,
4688,Darling in the Franxx,Mecha,Goro,ENFJ,,,,7.3,
4689,Darling in the Franxx,Mecha,Zorome,ESTP,,,,7.3,
4690,Darling in the Franxx,Mecha,Mitsuru,ISTJ,,,,7.3,
4691,Darling in the Franxx,Mecha,Klaxosaur Princess / 001,ENTJ,,,,7.3,
4692,Darling in the Franxx,Mecha,Dr. Franxx,INTP,,,,7.3,
4693,Darling in the Franxx,Mecha,Hachi,ISTJ,,,,7.3,
4694,Darling in the Franxx,Mecha,9'γ,ISTP,,,,7.3,
4695,Darling in the Franxx,Mecha,Ikuno,INTP,,,,7.3,
4696,Darling in the Franxx,Mecha,Papa,ENTJ,,,,7.3,
4697,Darling in the Franxx,Mecha,Naomi,ISFJ,,,,7.3,
4698,Darling in the Franxx,Mecha,Karina Milsa,ENFJ,,,,7.3,
4699,Darling in the Franxx,Mecha,9'δ,ENFP,,,,7.3,
4700,Darling in the Franxx,Mecha,9'ε,ISFP,,,,7.3,
4701,Darling in the Franxx,Mecha,9'β,ISTJ,,,,7.3,
4702,Darling in the Franxx,Mecha,Old Woman,ISFJ,,,,7.3,
4703,Darling in the Franxx,Mecha,9'θ,ISTJ,,,,7.3,
4704,Mob Psycho 100,Supernatural,Arataka Reigen,ENTP,,,,8.5,
4705,Mob Psycho 100,Supernatural,"Shigeo ""Mob"" Kageyama",INFP,,,,8.5,
4706,Mob Psycho 100,Supernatural,Ritsu Kageyama,INTJ,,,,8.5,
4707,Mob Psycho 100,Supernatural,Teruki Hanazawa,ENFJ,,,,8.5,
4708,Mob Psycho 100,Supernatural,Ichi Mezato,ENTP,,,,8.5,
4709,Mob Psycho 100,Supernatural,Tsubomi Takane,INTJ,,,,8.5,
4710,Mob Psycho 100,Supernatural,Toichiro Suzuki,ENTJ,,,,8.5,
